"","dgp","metric","model","iteration","k","n_trees","value"
"ate_estimate178","dgp60","ate_estimate","bart_s-learner",15,3,200,1.64003505691744
"ate_bias178","dgp60","ate_bias","bart_s-learner",15,3,200,-0.0462132546187621
"ci_length178","dgp60","ci_length","bart_s-learner",15,3,200,0.303221827583106
"is_covered178","dgp60","coverage","bart_s-learner",15,3,200,1
"ate_estimate179","dgp60","ate_estimate","bart_s-learner",15,5,200,1.57662942102311
"ate_bias179","dgp60","ate_bias","bart_s-learner",15,5,200,-0.109618890513086
"ci_length179","dgp60","ci_length","bart_s-learner",15,5,200,0.310081203472616
"is_covered179","dgp60","coverage","bart_s-learner",15,5,200,1
"ate_estimate180","dgp60","ate_estimate","bart_s-learner",16,1,75,1.69849519908422
"ate_bias180","dgp60","ate_bias","bart_s-learner",16,1,75,0.0122468875480222
"ci_length180","dgp60","ci_length","bart_s-learner",16,1,75,0.315544764200002
"is_covered180","dgp60","coverage","bart_s-learner",16,1,75,1
"ate_estimate181","dgp60","ate_estimate","bart_s-learner",16,2,75,1.69182893804831
"ate_bias181","dgp60","ate_bias","bart_s-learner",16,2,75,0.00558062651211033
"ci_length181","dgp60","ci_length","bart_s-learner",16,2,75,0.309111617162008
"is_covered181","dgp60","coverage","bart_s-learner",16,2,75,1
"ate_estimate182","dgp60","ate_estimate","bart_s-learner",16,3,75,1.67250678764294
"ate_bias182","dgp60","ate_bias","bart_s-learner",16,3,75,-0.0137415238932641
"ci_length182","dgp60","ci_length","bart_s-learner",16,3,75,0.307585035553752
"is_covered182","dgp60","coverage","bart_s-learner",16,3,75,1
"ate_estimate183","dgp60","ate_estimate","bart_s-learner",16,5,75,1.62784561307391
"ate_bias183","dgp60","ate_bias","bart_s-learner",16,5,75,-0.0584026984622878
"ci_length183","dgp60","ci_length","bart_s-learner",16,5,75,0.305407434469024
"is_covered183","dgp60","coverage","bart_s-learner",16,5,75,1
"ate_estimate184","dgp60","ate_estimate","bart_s-learner",16,1,100,1.69153424495351
"ate_bias184","dgp60","ate_bias","bart_s-learner",16,1,100,0.00528593341731209
"ci_length184","dgp60","ci_length","bart_s-learner",16,1,100,0.300023995535488
"is_covered184","dgp60","coverage","bart_s-learner",16,1,100,1
"ate_estimate185","dgp60","ate_estimate","bart_s-learner",16,2,100,1.68424338333014
"ate_bias185","dgp60","ate_bias","bart_s-learner",16,2,100,-0.00200492820605702
"ci_length185","dgp60","ci_length","bart_s-learner",16,2,100,0.29807674795872
"is_covered185","dgp60","coverage","bart_s-learner",16,2,100,1
"ate_estimate186","dgp60","ate_estimate","bart_s-learner",16,3,100,1.66495064007143
"ate_bias186","dgp60","ate_bias","bart_s-learner",16,3,100,-0.0212976714647679
"ci_length186","dgp60","ci_length","bart_s-learner",16,3,100,0.30371305780253
"is_covered186","dgp60","coverage","bart_s-learner",16,3,100,1
"ate_estimate187","dgp60","ate_estimate","bart_s-learner",16,5,100,1.61738929892029
"ate_bias187","dgp60","ate_bias","bart_s-learner",16,5,100,-0.0688590126159143
"ci_length187","dgp60","ci_length","bart_s-learner",16,5,100,0.3015346205804
"is_covered187","dgp60","coverage","bart_s-learner",16,5,100,1
"ate_estimate188","dgp60","ate_estimate","bart_s-learner",16,1,200,1.70144757838084
"ate_bias188","dgp60","ate_bias","bart_s-learner",16,1,200,0.0151992668446377
"ci_length188","dgp60","ci_length","bart_s-learner",16,1,200,0.314189194270036
"is_covered188","dgp60","coverage","bart_s-learner",16,1,200,1
"ate_estimate189","dgp60","ate_estimate","bart_s-learner",16,2,200,1.68073549637821
"ate_bias189","dgp60","ate_bias","bart_s-learner",16,2,200,-0.00551281515799085
"ci_length189","dgp60","ci_length","bart_s-learner",16,2,200,0.304271397712495
"is_covered189","dgp60","coverage","bart_s-learner",16,2,200,1
"ate_estimate190","dgp60","ate_estimate","bart_s-learner",16,3,200,1.65244171070075
"ate_bias190","dgp60","ate_bias","bart_s-learner",16,3,200,-0.0338066008354503
"ci_length190","dgp60","ci_length","bart_s-learner",16,3,200,0.297952644582136
"is_covered190","dgp60","coverage","bart_s-learner",16,3,200,1
"ate_estimate191","dgp60","ate_estimate","bart_s-learner",16,5,200,1.58909098884934
"ate_bias191","dgp60","ate_bias","bart_s-learner",16,5,200,-0.0971573226868647
"ci_length191","dgp60","ci_length","bart_s-learner",16,5,200,0.297453141051511
"is_covered191","dgp60","coverage","bart_s-learner",16,5,200,1
"ate_estimate192","dgp60","ate_estimate","bart_s-learner",17,1,75,1.81717302653648
"ate_bias192","dgp60","ate_bias","bart_s-learner",17,1,75,0.130924715000282
"ci_length192","dgp60","ci_length","bart_s-learner",17,1,75,0.315625678081452
"is_covered192","dgp60","coverage","bart_s-learner",17,1,75,1
"ate_estimate193","dgp60","ate_estimate","bart_s-learner",17,2,75,1.79884471505679
"ate_bias193","dgp60","ate_bias","bart_s-learner",17,2,75,0.112596403520594
"ci_length193","dgp60","ci_length","bart_s-learner",17,2,75,0.318599594375995
"is_covered193","dgp60","coverage","bart_s-learner",17,2,75,1
"ate_estimate194","dgp60","ate_estimate","bart_s-learner",17,3,75,1.77467197494802
"ate_bias194","dgp60","ate_bias","bart_s-learner",17,3,75,0.0884236634118207
"ci_length194","dgp60","ci_length","bart_s-learner",17,3,75,0.308115854906324
"is_covered194","dgp60","coverage","bart_s-learner",17,3,75,1
"ate_estimate195","dgp60","ate_estimate","bart_s-learner",17,5,75,1.71947261619901
"ate_bias195","dgp60","ate_bias","bart_s-learner",17,5,75,0.033224304662814
"ci_length195","dgp60","ci_length","bart_s-learner",17,5,75,0.30470492355845
"is_covered195","dgp60","coverage","bart_s-learner",17,5,75,1
"ate_estimate196","dgp60","ate_estimate","bart_s-learner",17,1,100,1.81717422223128
"ate_bias196","dgp60","ate_bias","bart_s-learner",17,1,100,0.130925910695085
"ci_length196","dgp60","ci_length","bart_s-learner",17,1,100,0.324865007899241
"is_covered196","dgp60","coverage","bart_s-learner",17,1,100,1
"ate_estimate197","dgp60","ate_estimate","bart_s-learner",17,2,100,1.79340419075526
"ate_bias197","dgp60","ate_bias","bart_s-learner",17,2,100,0.107155879219064
"ci_length197","dgp60","ci_length","bart_s-learner",17,2,100,0.322698163285625
"is_covered197","dgp60","coverage","bart_s-learner",17,2,100,1
"ate_estimate198","dgp60","ate_estimate","bart_s-learner",17,3,100,1.76582338712313
"ate_bias198","dgp60","ate_bias","bart_s-learner",17,3,100,0.0795750755869329
"ci_length198","dgp60","ci_length","bart_s-learner",17,3,100,0.306655294786522
"is_covered198","dgp60","coverage","bart_s-learner",17,3,100,1
"ate_estimate199","dgp60","ate_estimate","bart_s-learner",17,5,100,1.70567509749555
"ate_bias199","dgp60","ate_bias","bart_s-learner",17,5,100,0.0194267859593547
"ci_length199","dgp60","ci_length","bart_s-learner",17,5,100,0.309453721696284
"is_covered199","dgp60","coverage","bart_s-learner",17,5,100,1
"ate_estimate200","dgp60","ate_estimate","bart_s-learner",17,1,200,1.80759350610558
"ate_bias200","dgp60","ate_bias","bart_s-learner",17,1,200,0.121345194569378
"ci_length200","dgp60","ci_length","bart_s-learner",17,1,200,0.329890188172685
"is_covered200","dgp60","coverage","bart_s-learner",17,1,200,1
"ate_estimate201","dgp60","ate_estimate","bart_s-learner",17,2,200,1.78426928233144
"ate_bias201","dgp60","ate_bias","bart_s-learner",17,2,200,0.0980209707952377
"ci_length201","dgp60","ci_length","bart_s-learner",17,2,200,0.320083822265286
"is_covered201","dgp60","coverage","bart_s-learner",17,2,200,1
"ate_estimate202","dgp60","ate_estimate","bart_s-learner",17,3,200,1.7506200089613
"ate_bias202","dgp60","ate_bias","bart_s-learner",17,3,200,0.0643716974251012
"ci_length202","dgp60","ci_length","bart_s-learner",17,3,200,0.310135346451023
"is_covered202","dgp60","coverage","bart_s-learner",17,3,200,1
"ate_estimate203","dgp60","ate_estimate","bart_s-learner",17,5,200,1.67742110577269
"ate_bias203","dgp60","ate_bias","bart_s-learner",17,5,200,-0.00882720576351304
"ci_length203","dgp60","ci_length","bart_s-learner",17,5,200,0.307553652272556
"is_covered203","dgp60","coverage","bart_s-learner",17,5,200,1
"ate_estimate204","dgp60","ate_estimate","bart_s-learner",18,1,75,1.82190232256379
"ate_bias204","dgp60","ate_bias","bart_s-learner",18,1,75,0.135654011027592
"ci_length204","dgp60","ci_length","bart_s-learner",18,1,75,0.292774347992324
"is_covered204","dgp60","coverage","bart_s-learner",18,1,75,1
"ate_estimate205","dgp60","ate_estimate","bart_s-learner",18,2,75,1.78726071309633
"ate_bias205","dgp60","ate_bias","bart_s-learner",18,2,75,0.101012401560131
"ci_length205","dgp60","ci_length","bart_s-learner",18,2,75,0.292117991714021
"is_covered205","dgp60","coverage","bart_s-learner",18,2,75,1
"ate_estimate206","dgp60","ate_estimate","bart_s-learner",18,3,75,1.75635982620082
"ate_bias206","dgp60","ate_bias","bart_s-learner",18,3,75,0.0701115146646192
"ci_length206","dgp60","ci_length","bart_s-learner",18,3,75,0.284686477927881
"is_covered206","dgp60","coverage","bart_s-learner",18,3,75,1
"ate_estimate207","dgp60","ate_estimate","bart_s-learner",18,5,75,1.68920596572213
"ate_bias207","dgp60","ate_bias","bart_s-learner",18,5,75,0.00295765418592864
"ci_length207","dgp60","ci_length","bart_s-learner",18,5,75,0.290928397288386
"is_covered207","dgp60","coverage","bart_s-learner",18,5,75,1
"ate_estimate208","dgp60","ate_estimate","bart_s-learner",18,1,100,1.8210073746626
"ate_bias208","dgp60","ate_bias","bart_s-learner",18,1,100,0.134759063126398
"ci_length208","dgp60","ci_length","bart_s-learner",18,1,100,0.309958474667578
"is_covered208","dgp60","coverage","bart_s-learner",18,1,100,1
"ate_estimate209","dgp60","ate_estimate","bart_s-learner",18,2,100,1.78127065978583
"ate_bias209","dgp60","ate_bias","bart_s-learner",18,2,100,0.0950223482496275
"ci_length209","dgp60","ci_length","bart_s-learner",18,2,100,0.292994787552376
"is_covered209","dgp60","coverage","bart_s-learner",18,2,100,1
"ate_estimate210","dgp60","ate_estimate","bart_s-learner",18,3,100,1.74815239454538
"ate_bias210","dgp60","ate_bias","bart_s-learner",18,3,100,0.0619040830091766
"ci_length210","dgp60","ci_length","bart_s-learner",18,3,100,0.289280778662746
"is_covered210","dgp60","coverage","bart_s-learner",18,3,100,1
"ate_estimate211","dgp60","ate_estimate","bart_s-learner",18,5,100,1.68082395139
"ate_bias211","dgp60","ate_bias","bart_s-learner",18,5,100,-0.00542436014620318
"ci_length211","dgp60","ci_length","bart_s-learner",18,5,100,0.287403501012125
"is_covered211","dgp60","coverage","bart_s-learner",18,5,100,1
"ate_estimate212","dgp60","ate_estimate","bart_s-learner",18,1,200,1.81709404346811
"ate_bias212","dgp60","ate_bias","bart_s-learner",18,1,200,0.130845731931915
"ci_length212","dgp60","ci_length","bart_s-learner",18,1,200,0.310418622871661
"is_covered212","dgp60","coverage","bart_s-learner",18,1,200,1
"ate_estimate213","dgp60","ate_estimate","bart_s-learner",18,2,200,1.77614561462497
"ate_bias213","dgp60","ate_bias","bart_s-learner",18,2,200,0.0898973030887655
"ci_length213","dgp60","ci_length","bart_s-learner",18,2,200,0.294865167902955
"is_covered213","dgp60","coverage","bart_s-learner",18,2,200,1
"ate_estimate214","dgp60","ate_estimate","bart_s-learner",18,3,200,1.73194140127895
"ate_bias214","dgp60","ate_bias","bart_s-learner",18,3,200,0.0456930897427514
"ci_length214","dgp60","ci_length","bart_s-learner",18,3,200,0.302379239614438
"is_covered214","dgp60","coverage","bart_s-learner",18,3,200,1
"ate_estimate215","dgp60","ate_estimate","bart_s-learner",18,5,200,1.65010347799122
"ate_bias215","dgp60","ate_bias","bart_s-learner",18,5,200,-0.0361448335449772
"ci_length215","dgp60","ci_length","bart_s-learner",18,5,200,0.287876661933153
"is_covered215","dgp60","coverage","bart_s-learner",18,5,200,1
"ate_estimate216","dgp60","ate_estimate","bart_s-learner",19,1,75,1.54202316731918
"ate_bias216","dgp60","ate_bias","bart_s-learner",19,1,75,-0.144225144217017
"ci_length216","dgp60","ci_length","bart_s-learner",19,1,75,0.320057750810692
"is_covered216","dgp60","coverage","bart_s-learner",19,1,75,1
"ate_estimate217","dgp60","ate_estimate","bart_s-learner",19,2,75,1.5208978448725
"ate_bias217","dgp60","ate_bias","bart_s-learner",19,2,75,-0.1653504666637
"ci_length217","dgp60","ci_length","bart_s-learner",19,2,75,0.301498553273769
"is_covered217","dgp60","coverage","bart_s-learner",19,2,75,0
"ate_estimate218","dgp60","ate_estimate","bart_s-learner",19,3,75,1.4924904829534
"ate_bias218","dgp60","ate_bias","bart_s-learner",19,3,75,-0.193757828582797
"ci_length218","dgp60","ci_length","bart_s-learner",19,3,75,0.300182076943058
"is_covered218","dgp60","coverage","bart_s-learner",19,3,75,0
"ate_estimate219","dgp60","ate_estimate","bart_s-learner",19,5,75,1.43965138856063
"ate_bias219","dgp60","ate_bias","bart_s-learner",19,5,75,-0.246596922975574
"ci_length219","dgp60","ci_length","bart_s-learner",19,5,75,0.299239343053319
"is_covered219","dgp60","coverage","bart_s-learner",19,5,75,0
"ate_estimate220","dgp60","ate_estimate","bart_s-learner",19,1,100,1.53874742447238
"ate_bias220","dgp60","ate_bias","bart_s-learner",19,1,100,-0.147500887063817
"ci_length220","dgp60","ci_length","bart_s-learner",19,1,100,0.307737952916848
"is_covered220","dgp60","coverage","bart_s-learner",19,1,100,1
"ate_estimate221","dgp60","ate_estimate","bart_s-learner",19,2,100,1.52003063831765
"ate_bias221","dgp60","ate_bias","bart_s-learner",19,2,100,-0.166217673218551
"ci_length221","dgp60","ci_length","bart_s-learner",19,2,100,0.31409821574309
"is_covered221","dgp60","coverage","bart_s-learner",19,2,100,0
"ate_estimate222","dgp60","ate_estimate","bart_s-learner",19,3,100,1.48964994866384
"ate_bias222","dgp60","ate_bias","bart_s-learner",19,3,100,-0.196598362872363
"ci_length222","dgp60","ci_length","bart_s-learner",19,3,100,0.303601078330329
"is_covered222","dgp60","coverage","bart_s-learner",19,3,100,0
"ate_estimate223","dgp60","ate_estimate","bart_s-learner",19,5,100,1.42837581904505
"ate_bias223","dgp60","ate_bias","bart_s-learner",19,5,100,-0.257872492491155
"ci_length223","dgp60","ci_length","bart_s-learner",19,5,100,0.303850730855591
"is_covered223","dgp60","coverage","bart_s-learner",19,5,100,0
"ate_estimate224","dgp60","ate_estimate","bart_s-learner",19,1,200,1.53956738854716
"ate_bias224","dgp60","ate_bias","bart_s-learner",19,1,200,-0.146680922989037
"ci_length224","dgp60","ci_length","bart_s-learner",19,1,200,0.311633457262903
"is_covered224","dgp60","coverage","bart_s-learner",19,1,200,1
"ate_estimate225","dgp60","ate_estimate","bart_s-learner",19,2,200,1.51075536386095
"ate_bias225","dgp60","ate_bias","bart_s-learner",19,2,200,-0.175492947675252
"ci_length225","dgp60","ci_length","bart_s-learner",19,2,200,0.30204466129189
"is_covered225","dgp60","coverage","bart_s-learner",19,2,200,0
"ate_estimate226","dgp60","ate_estimate","bart_s-learner",19,3,200,1.47629791655085
"ate_bias226","dgp60","ate_bias","bart_s-learner",19,3,200,-0.209950394985349
"ci_length226","dgp60","ci_length","bart_s-learner",19,3,200,0.309763638616672
"is_covered226","dgp60","coverage","bart_s-learner",19,3,200,0
"ate_estimate227","dgp60","ate_estimate","bart_s-learner",19,5,200,1.40674419440175
"ate_bias227","dgp60","ate_bias","bart_s-learner",19,5,200,-0.279504117134454
"ci_length227","dgp60","ci_length","bart_s-learner",19,5,200,0.302844340563329
"is_covered227","dgp60","coverage","bart_s-learner",19,5,200,0
"ate_estimate228","dgp60","ate_estimate","bart_s-learner",20,1,75,1.6414260232167
"ate_bias228","dgp60","ate_bias","bart_s-learner",20,1,75,-0.0448222883194984
"ci_length228","dgp60","ci_length","bart_s-learner",20,1,75,0.297980329742234
"is_covered228","dgp60","coverage","bart_s-learner",20,1,75,1
"ate_estimate229","dgp60","ate_estimate","bart_s-learner",20,2,75,1.62045566901446
"ate_bias229","dgp60","ate_bias","bart_s-learner",20,2,75,-0.065792642521735
"ci_length229","dgp60","ci_length","bart_s-learner",20,2,75,0.301081050678088
"is_covered229","dgp60","coverage","bart_s-learner",20,2,75,1
"ate_estimate230","dgp60","ate_estimate","bart_s-learner",20,3,75,1.60050011045186
"ate_bias230","dgp60","ate_bias","bart_s-learner",20,3,75,-0.08574820108434
"ci_length230","dgp60","ci_length","bart_s-learner",20,3,75,0.299727008540178
"is_covered230","dgp60","coverage","bart_s-learner",20,3,75,1
"ate_estimate231","dgp60","ate_estimate","bart_s-learner",20,5,75,1.54490111950873
"ate_bias231","dgp60","ate_bias","bart_s-learner",20,5,75,-0.14134719202747
"ci_length231","dgp60","ci_length","bart_s-learner",20,5,75,0.294535884353684
"is_covered231","dgp60","coverage","bart_s-learner",20,5,75,1
"ate_estimate232","dgp60","ate_estimate","bart_s-learner",20,1,100,1.63358105352954
"ate_bias232","dgp60","ate_bias","bart_s-learner",20,1,100,-0.0526672580066601
"ci_length232","dgp60","ci_length","bart_s-learner",20,1,100,0.308519821812898
"is_covered232","dgp60","coverage","bart_s-learner",20,1,100,1
"ate_estimate233","dgp60","ate_estimate","bart_s-learner",20,2,100,1.61728332967353
"ate_bias233","dgp60","ate_bias","bart_s-learner",20,2,100,-0.0689649818626654
"ci_length233","dgp60","ci_length","bart_s-learner",20,2,100,0.303681367139132
"is_covered233","dgp60","coverage","bart_s-learner",20,2,100,1
"ate_estimate234","dgp60","ate_estimate","bart_s-learner",20,3,100,1.58974568519699
"ate_bias234","dgp60","ate_bias","bart_s-learner",20,3,100,-0.096502626339211
"ci_length234","dgp60","ci_length","bart_s-learner",20,3,100,0.294998539349405
"is_covered234","dgp60","coverage","bart_s-learner",20,3,100,1
"ate_estimate235","dgp60","ate_estimate","bart_s-learner",20,5,100,1.53569760539577
"ate_bias235","dgp60","ate_bias","bart_s-learner",20,5,100,-0.150550706140431
"ci_length235","dgp60","ci_length","bart_s-learner",20,5,100,0.294578614159563
"is_covered235","dgp60","coverage","bart_s-learner",20,5,100,0
"ate_estimate236","dgp60","ate_estimate","bart_s-learner",20,1,200,1.6301416231862
"ate_bias236","dgp60","ate_bias","bart_s-learner",20,1,200,-0.0561066883499979
"ci_length236","dgp60","ci_length","bart_s-learner",20,1,200,0.316418144320022
"is_covered236","dgp60","coverage","bart_s-learner",20,1,200,1
"ate_estimate237","dgp60","ate_estimate","bart_s-learner",20,2,200,1.60869402726084
"ate_bias237","dgp60","ate_bias","bart_s-learner",20,2,200,-0.0775542842753647
"ci_length237","dgp60","ci_length","bart_s-learner",20,2,200,0.305386534640545
"is_covered237","dgp60","coverage","bart_s-learner",20,2,200,1
"ate_estimate238","dgp60","ate_estimate","bart_s-learner",20,3,200,1.57599417609589
"ate_bias238","dgp60","ate_bias","bart_s-learner",20,3,200,-0.11025413544031
"ci_length238","dgp60","ci_length","bart_s-learner",20,3,200,0.298223058196376
"is_covered238","dgp60","coverage","bart_s-learner",20,3,200,1
"ate_estimate239","dgp60","ate_estimate","bart_s-learner",20,5,200,1.50693373118403
"ate_bias239","dgp60","ate_bias","bart_s-learner",20,5,200,-0.179314580352169
"ci_length239","dgp60","ci_length","bart_s-learner",20,5,200,0.292532431989753
"is_covered239","dgp60","coverage","bart_s-learner",20,5,200,0
