"","dgp","metric","model","iteration","value"
"112","dgp29","ate_estimate","BART_two_models",12,3.87541740923649
"113","dgp29","ate_estimate","BART_two_models",13,3.70763770389078
"114","dgp29","ate_estimate","BART_two_models",14,4.27096664979379
"115","dgp29","ate_estimate","BART_two_models",15,4.72376400952803
"116","dgp29","ate_estimate","BART_two_models",16,4.71210411775932
"117","dgp29","ate_estimate","BART_two_models",17,4.05621379068923
"118","dgp29","ate_estimate","BART_two_models",18,3.86316614653763
"119","dgp29","ate_estimate","BART_two_models",19,3.9328763014501
"120","dgp29","ate_estimate","BART_two_models",20,4.6172889096933
"121","dgp29","ate_estimate","BART_two_models",21,3.32977203675919
"122","dgp29","ate_estimate","BART_two_models",22,4.93922942272818
"123","dgp29","ate_estimate","BART_two_models",23,4.32650763668646
"124","dgp29","ate_estimate","BART_two_models",24,4.77785543591967
"125","dgp29","ate_estimate","BART_two_models",25,3.56543535855846
"126","dgp29","ate_estimate","BART_two_models",26,3.42176518910284
"127","dgp29","ate_estimate","BART_two_models",27,4.19503634763258
"128","dgp29","ate_estimate","BART_two_models",28,4.33321961515706
"129","dgp29","ate_estimate","BART_two_models",29,3.95629019056021
"130","dgp29","ate_estimate","BART_two_models",30,3.83083771896329
"131","dgp29","ate_estimate","BART_two_models",31,4.06171285740389
"132","dgp29","ate_estimate","BART_two_models",32,4.43589919943102
"133","dgp29","ate_estimate","BART_two_models",33,4.53115548801352
"134","dgp29","ate_estimate","BART_two_models",34,5.02467739080193
"135","dgp29","ate_estimate","BART_two_models",35,4.12030105299771
"136","dgp29","ate_estimate","BART_two_models",36,4.00021024900162
"137","dgp29","ate_estimate","BART_two_models",37,4.35160730393415
"138","dgp29","ate_estimate","BART_two_models",38,4.27134604236579
"139","dgp29","ate_estimate","BART_two_models",39,4.00928850888818
"140","dgp29","ate_estimate","BART_two_models",40,4.14559078839904
"141","dgp29","ate_estimate","BART_two_models",41,4.19975586753464
"142","dgp29","ate_estimate","BART_two_models",42,4.13121417381467
"143","dgp29","ate_estimate","BART_two_models",43,3.98561014093778
"144","dgp29","ate_estimate","BART_two_models",44,4.63413804902871
"145","dgp29","ate_estimate","BART_two_models",45,3.65819330302003
"146","dgp29","ate_estimate","BART_two_models",46,4.66866968418709
"147","dgp29","ate_estimate","BART_two_models",47,4.46606974435119
"148","dgp29","ate_estimate","BART_two_models",48,3.8415454969202
"149","dgp29","ate_estimate","BART_two_models",49,4.27434016188655
"150","dgp29","ate_estimate","BART_two_models",50,3.80925415815785
"151","dgp29","ate_estimate","BART_two_models",51,4.383575002255
"152","dgp29","ate_estimate","BART_two_models",52,4.32693913751201
"153","dgp29","ate_estimate","BART_two_models",53,3.90412275406586
"154","dgp29","ate_estimate","BART_two_models",54,3.98475293066484
"155","dgp29","ate_estimate","BART_two_models",55,3.89009190059591
"156","dgp29","ate_estimate","BART_two_models",56,3.82798958514874
"157","dgp29","ate_estimate","BART_two_models",57,4.93678543536479
"158","dgp29","ate_estimate","BART_two_models",58,3.84399187521112
"159","dgp29","ate_estimate","BART_two_models",59,4.72000507864956
"160","dgp29","ate_estimate","BART_two_models",60,3.4112325017319
"161","dgp29","ate_estimate","BART_two_models",61,3.53857856039127
"162","dgp29","ate_estimate","BART_two_models",62,4.50390591104428
"163","dgp29","ate_estimate","BART_two_models",63,4.67364838831554
"164","dgp29","ate_estimate","BART_two_models",64,4.01213192700455
"165","dgp29","ate_estimate","BART_two_models",65,4.25646921506531
"166","dgp29","ate_estimate","BART_two_models",66,4.29045728131769
"167","dgp29","ate_estimate","BART_two_models",67,3.67879586708999
"168","dgp29","ate_estimate","BART_two_models",68,5.03274718774978
"169","dgp29","ate_estimate","BART_two_models",69,4.32969154085983
"170","dgp29","ate_estimate","BART_two_models",70,4.28364866959273
"171","dgp29","ate_estimate","BART_two_models",71,3.65886707509761
"172","dgp29","ate_estimate","BART_two_models",72,4.05391417573939
"173","dgp29","ate_estimate","BART_two_models",73,3.60860575589617
"174","dgp29","ate_estimate","BART_two_models",74,3.86793186072413
"175","dgp29","ate_estimate","BART_two_models",75,4.11746829110316
"176","dgp29","ate_estimate","BART_two_models",76,3.49122826825539
"177","dgp29","ate_estimate","BART_two_models",77,4.11753826823522
"178","dgp29","ate_estimate","BART_two_models",78,3.81718377781665
"179","dgp29","ate_estimate","BART_two_models",79,3.78666404174732
"180","dgp29","ate_estimate","BART_two_models",80,4.60506129145876
"181","dgp29","ate_estimate","BART_two_models",81,4.26850170659394
"182","dgp29","ate_estimate","BART_two_models",82,3.26874575760127
"183","dgp29","ate_estimate","BART_two_models",83,5.00023825012434
"184","dgp29","ate_estimate","BART_two_models",84,4.32041376996091
"185","dgp29","ate_estimate","BART_two_models",85,4.00315892033413
"186","dgp29","ate_estimate","BART_two_models",86,4.33690322147615
"187","dgp29","ate_estimate","BART_two_models",87,3.1816830344421
"188","dgp29","ate_estimate","BART_two_models",88,4.72530098887859
"189","dgp29","ate_estimate","BART_two_models",89,3.71010190166926
"190","dgp29","ate_estimate","BART_two_models",90,4.5012071075555
"191","dgp29","ate_estimate","BART_two_models",91,3.50369155721672
"192","dgp29","ate_estimate","BART_two_models",92,4.24372691142073
"193","dgp29","ate_estimate","BART_two_models",93,4.20410384727028
"194","dgp29","ate_estimate","BART_two_models",94,4.00458451496519
"195","dgp29","ate_estimate","BART_two_models",95,4.64288270242507
"196","dgp29","ate_estimate","BART_two_models",96,4.01089780561481
"197","dgp29","ate_estimate","BART_two_models",97,3.79873272101175
"198","dgp29","ate_estimate","BART_two_models",98,4.38939414033783
"199","dgp29","ate_estimate","BART_two_models",99,3.3804695559246
"200","dgp29","ate_estimate","BART_two_models",100,3.6849702292735
"201","dgp29","ate_estimate","BART_ps_glm",1,3.93787386103478
"202","dgp29","ate_estimate","BART_ps_glm",2,4.14459602679885
"203","dgp29","ate_estimate","BART_ps_glm",3,4.40445445736275
"204","dgp29","ate_estimate","BART_ps_glm",4,3.65166772632751
"205","dgp29","ate_estimate","BART_ps_glm",5,4.36893817218874
"206","dgp29","ate_estimate","BART_ps_glm",6,3.67339063136103
"207","dgp29","ate_estimate","BART_ps_glm",7,4.78881262540364
"208","dgp29","ate_estimate","BART_ps_glm",8,4.86876493944728
"209","dgp29","ate_estimate","BART_ps_glm",9,4.42009119148267
"210","dgp29","ate_estimate","BART_ps_glm",10,3.41743865779759
"211","dgp29","ate_estimate","BART_ps_glm",11,4.76194962346716
"212","dgp29","ate_estimate","BART_ps_glm",12,3.8334228185434
"213","dgp29","ate_estimate","BART_ps_glm",13,3.73445981927305
"214","dgp29","ate_estimate","BART_ps_glm",14,4.31147180185715
"215","dgp29","ate_estimate","BART_ps_glm",15,4.68468564305096
"216","dgp29","ate_estimate","BART_ps_glm",16,4.6473612083984
"217","dgp29","ate_estimate","BART_ps_glm",17,4.19358907118228
"218","dgp29","ate_estimate","BART_ps_glm",18,3.87294142865241
"219","dgp29","ate_estimate","BART_ps_glm",19,4.00162666233197
"220","dgp29","ate_estimate","BART_ps_glm",20,4.49191246846701
"221","dgp29","ate_estimate","BART_ps_glm",21,3.39501048372436
"222","dgp29","ate_estimate","BART_ps_glm",22,4.71202347923358
"223","dgp29","ate_estimate","BART_ps_glm",23,4.20855332529727
"224","dgp29","ate_estimate","BART_ps_glm",24,4.76552176421383
"225","dgp29","ate_estimate","BART_ps_glm",25,3.39708908530295
"226","dgp29","ate_estimate","BART_ps_glm",26,3.50383504016492
"227","dgp29","ate_estimate","BART_ps_glm",27,4.31603573803013
"228","dgp29","ate_estimate","BART_ps_glm",28,4.22338666643314
"229","dgp29","ate_estimate","BART_ps_glm",29,4.01846077765758
"230","dgp29","ate_estimate","BART_ps_glm",30,3.8922996660418
"231","dgp29","ate_estimate","BART_ps_glm",31,3.89770596347374
"232","dgp29","ate_estimate","BART_ps_glm",32,4.25806124879154
"233","dgp29","ate_estimate","BART_ps_glm",33,4.59881387990177
"234","dgp29","ate_estimate","BART_ps_glm",34,4.9048833422564
"235","dgp29","ate_estimate","BART_ps_glm",35,3.97007885515527
"236","dgp29","ate_estimate","BART_ps_glm",36,4.03342543969652
"237","dgp29","ate_estimate","BART_ps_glm",37,4.29446339575062
"238","dgp29","ate_estimate","BART_ps_glm",38,4.20387900229174
"239","dgp29","ate_estimate","BART_ps_glm",39,3.98518964297554
"240","dgp29","ate_estimate","BART_ps_glm",40,4.34453637481292
"241","dgp29","ate_estimate","BART_ps_glm",41,4.15778128451479
"242","dgp29","ate_estimate","BART_ps_glm",42,3.97469395131867
"243","dgp29","ate_estimate","BART_ps_glm",43,3.85543258514266
"244","dgp29","ate_estimate","BART_ps_glm",44,4.47585962160887
"245","dgp29","ate_estimate","BART_ps_glm",45,3.60021508850436
"246","dgp29","ate_estimate","BART_ps_glm",46,4.58883376509874
"247","dgp29","ate_estimate","BART_ps_glm",47,4.34004768390127
"248","dgp29","ate_estimate","BART_ps_glm",48,3.83908518181075
"249","dgp29","ate_estimate","BART_ps_glm",49,4.31040142097819
"250","dgp29","ate_estimate","BART_ps_glm",50,3.8580937963453
"251","dgp29","ate_estimate","BART_ps_glm",51,4.40056248461165
"252","dgp29","ate_estimate","BART_ps_glm",52,4.03551120311301
"253","dgp29","ate_estimate","BART_ps_glm",53,3.92696348666719
"254","dgp29","ate_estimate","BART_ps_glm",54,4.02023572398079
"255","dgp29","ate_estimate","BART_ps_glm",55,3.99512745052805
"256","dgp29","ate_estimate","BART_ps_glm",56,3.8378884940747
"257","dgp29","ate_estimate","BART_ps_glm",57,4.68417414015754
"258","dgp29","ate_estimate","BART_ps_glm",58,3.86993934373606
"259","dgp29","ate_estimate","BART_ps_glm",59,4.81170318345513
"260","dgp29","ate_estimate","BART_ps_glm",60,3.41874204770639
"261","dgp29","ate_estimate","BART_ps_glm",61,3.60330665507302
"262","dgp29","ate_estimate","BART_ps_glm",62,4.49516036048476
"263","dgp29","ate_estimate","BART_ps_glm",63,4.73674168474535
"264","dgp29","ate_estimate","BART_ps_glm",64,3.8232037700523
"265","dgp29","ate_estimate","BART_ps_glm",65,4.33942424656022
"266","dgp29","ate_estimate","BART_ps_glm",66,3.94152481446697
"267","dgp29","ate_estimate","BART_ps_glm",67,3.65509712449939
"268","dgp29","ate_estimate","BART_ps_glm",68,4.64725818022309
"269","dgp29","ate_estimate","BART_ps_glm",69,4.53092207156284
"270","dgp29","ate_estimate","BART_ps_glm",70,4.43822978271585
"271","dgp29","ate_estimate","BART_ps_glm",71,3.63556019792556
"272","dgp29","ate_estimate","BART_ps_glm",72,4.14128005895242
"273","dgp29","ate_estimate","BART_ps_glm",73,3.56776082621678
"274","dgp29","ate_estimate","BART_ps_glm",74,3.61220953702493
"275","dgp29","ate_estimate","BART_ps_glm",75,4.17417077582779
"276","dgp29","ate_estimate","BART_ps_glm",76,3.47272011759922
"277","dgp29","ate_estimate","BART_ps_glm",77,4.25916839634209
"278","dgp29","ate_estimate","BART_ps_glm",78,3.86699775687947
"279","dgp29","ate_estimate","BART_ps_glm",79,3.61174836641746
"280","dgp29","ate_estimate","BART_ps_glm",80,4.54234908607594
"281","dgp29","ate_estimate","BART_ps_glm",81,4.3807767755361
"282","dgp29","ate_estimate","BART_ps_glm",82,3.44906060684502
"283","dgp29","ate_estimate","BART_ps_glm",83,4.91457829008001
"284","dgp29","ate_estimate","BART_ps_glm",84,4.53293846594571
"285","dgp29","ate_estimate","BART_ps_glm",85,4.01148443890578
"286","dgp29","ate_estimate","BART_ps_glm",86,4.38505064414694
"287","dgp29","ate_estimate","BART_ps_glm",87,3.1563965914173
"288","dgp29","ate_estimate","BART_ps_glm",88,4.63368579220379
"289","dgp29","ate_estimate","BART_ps_glm",89,3.71920857869303
"290","dgp29","ate_estimate","BART_ps_glm",90,4.49000062937688
"291","dgp29","ate_estimate","BART_ps_glm",91,3.2874365800061
"292","dgp29","ate_estimate","BART_ps_glm",92,4.12645088410827
"293","dgp29","ate_estimate","BART_ps_glm",93,4.20087824942137
"294","dgp29","ate_estimate","BART_ps_glm",94,3.82124678401249
"295","dgp29","ate_estimate","BART_ps_glm",95,4.54913279649452
"296","dgp29","ate_estimate","BART_ps_glm",96,4.01295512392741
"297","dgp29","ate_estimate","BART_ps_glm",97,3.91669371380822
"298","dgp29","ate_estimate","BART_ps_glm",98,4.38251491745659
"299","dgp29","ate_estimate","BART_ps_glm",99,3.56480990012034
"300","dgp29","ate_estimate","BART_ps_glm",100,3.51361804955621
"301","dgp29","ate_estimate","BART_ps_bart",1,3.93680978518975
"302","dgp29","ate_estimate","BART_ps_bart",2,4.12927730980109
"303","dgp29","ate_estimate","BART_ps_bart",3,4.39098923446901
"304","dgp29","ate_estimate","BART_ps_bart",4,3.62488996136396
"305","dgp29","ate_estimate","BART_ps_bart",5,4.36571077037638
"306","dgp29","ate_estimate","BART_ps_bart",6,3.68498875064581
"307","dgp29","ate_estimate","BART_ps_bart",7,4.74836501648475
"308","dgp29","ate_estimate","BART_ps_bart",8,4.90298982734542
"309","dgp29","ate_estimate","BART_ps_bart",9,4.45802031459926
"310","dgp29","ate_estimate","BART_ps_bart",10,3.44764719909398
"311","dgp29","ate_estimate","BART_ps_bart",11,4.75421293197933
"312","dgp29","ate_estimate","BART_ps_bart",12,3.77101304350908
"313","dgp29","ate_estimate","BART_ps_bart",13,3.74412573872633
"314","dgp29","ate_estimate","BART_ps_bart",14,4.33140781195527
"315","dgp29","ate_estimate","BART_ps_bart",15,4.65102202463423
"316","dgp29","ate_estimate","BART_ps_bart",16,4.64606228203627
"317","dgp29","ate_estimate","BART_ps_bart",17,4.19727300766722
"318","dgp29","ate_estimate","BART_ps_bart",18,3.88770818351983
"319","dgp29","ate_estimate","BART_ps_bart",19,3.97362597063574
"320","dgp29","ate_estimate","BART_ps_bart",20,4.42737849649476
"321","dgp29","ate_estimate","BART_ps_bart",21,3.36134721924611
"322","dgp29","ate_estimate","BART_ps_bart",22,4.65996017152904
"323","dgp29","ate_estimate","BART_ps_bart",23,4.21148130863879
"324","dgp29","ate_estimate","BART_ps_bart",24,4.78573765408261
"325","dgp29","ate_estimate","BART_ps_bart",25,3.36743242106685
"326","dgp29","ate_estimate","BART_ps_bart",26,3.48184711827802
"327","dgp29","ate_estimate","BART_ps_bart",27,4.32318441185369
"328","dgp29","ate_estimate","BART_ps_bart",28,4.22355653080594
"329","dgp29","ate_estimate","BART_ps_bart",29,4.07735089534568
"330","dgp29","ate_estimate","BART_ps_bart",30,3.89236253789522
"331","dgp29","ate_estimate","BART_ps_bart",31,3.88097024734209
"332","dgp29","ate_estimate","BART_ps_bart",32,4.3489573957747
"333","dgp29","ate_estimate","BART_ps_bart",33,4.56932379180626
"334","dgp29","ate_estimate","BART_ps_bart",34,4.89603666710567
"335","dgp29","ate_estimate","BART_ps_bart",35,4.01300261794666
"336","dgp29","ate_estimate","BART_ps_bart",36,4.00633436932712
"337","dgp29","ate_estimate","BART_ps_bart",37,4.27937334280978
"338","dgp29","ate_estimate","BART_ps_bart",38,4.17637923192128
"339","dgp29","ate_estimate","BART_ps_bart",39,3.96742713663684
"340","dgp29","ate_estimate","BART_ps_bart",40,4.34458177189806
"341","dgp29","ate_estimate","BART_ps_bart",41,4.11873221860745
"342","dgp29","ate_estimate","BART_ps_bart",42,4.0211872583727
"343","dgp29","ate_estimate","BART_ps_bart",43,3.79496423767764
"344","dgp29","ate_estimate","BART_ps_bart",44,4.49142451222797
"345","dgp29","ate_estimate","BART_ps_bart",45,3.59132175556423
"346","dgp29","ate_estimate","BART_ps_bart",46,4.52012190989817
"347","dgp29","ate_estimate","BART_ps_bart",47,4.33047481424197
"348","dgp29","ate_estimate","BART_ps_bart",48,3.84069623577943
"349","dgp29","ate_estimate","BART_ps_bart",49,4.32510699651852
"350","dgp29","ate_estimate","BART_ps_bart",50,3.80943325728166
"351","dgp29","ate_estimate","BART_ps_bart",51,4.38305538246896
"352","dgp29","ate_estimate","BART_ps_bart",52,4.08349326791474
"353","dgp29","ate_estimate","BART_ps_bart",53,3.92857838372801
"354","dgp29","ate_estimate","BART_ps_bart",54,3.96230946113256
"355","dgp29","ate_estimate","BART_ps_bart",55,4.02716667720352
"356","dgp29","ate_estimate","BART_ps_bart",56,3.81776403649035
"357","dgp29","ate_estimate","BART_ps_bart",57,4.69517878767864
"358","dgp29","ate_estimate","BART_ps_bart",58,3.8847797097049
"359","dgp29","ate_estimate","BART_ps_bart",59,4.81111261403386
"360","dgp29","ate_estimate","BART_ps_bart",60,3.51103981981362
"361","dgp29","ate_estimate","BART_ps_bart",61,3.53441821039247
"362","dgp29","ate_estimate","BART_ps_bart",62,4.4300094279816
"363","dgp29","ate_estimate","BART_ps_bart",63,4.72057708335705
"364","dgp29","ate_estimate","BART_ps_bart",64,3.84377186614923
"365","dgp29","ate_estimate","BART_ps_bart",65,4.33977369049537
"366","dgp29","ate_estimate","BART_ps_bart",66,3.95205650172514
"367","dgp29","ate_estimate","BART_ps_bart",67,3.62659585345083
"368","dgp29","ate_estimate","BART_ps_bart",68,4.6336468563259
"369","dgp29","ate_estimate","BART_ps_bart",69,4.51731484826874
"370","dgp29","ate_estimate","BART_ps_bart",70,4.44967434373034
"371","dgp29","ate_estimate","BART_ps_bart",71,3.62162229303623
"372","dgp29","ate_estimate","BART_ps_bart",72,4.11080844633
"373","dgp29","ate_estimate","BART_ps_bart",73,3.6021111363868
"374","dgp29","ate_estimate","BART_ps_bart",74,3.59389077320082
"375","dgp29","ate_estimate","BART_ps_bart",75,4.15407048779554
"376","dgp29","ate_estimate","BART_ps_bart",76,3.48155952116476
"377","dgp29","ate_estimate","BART_ps_bart",77,4.23718899667424
"378","dgp29","ate_estimate","BART_ps_bart",78,3.81101023859342
"379","dgp29","ate_estimate","BART_ps_bart",79,3.60052974559297
"380","dgp29","ate_estimate","BART_ps_bart",80,4.46908951470827
"381","dgp29","ate_estimate","BART_ps_bart",81,4.34001423632873
"382","dgp29","ate_estimate","BART_ps_bart",82,3.35829817181983
"383","dgp29","ate_estimate","BART_ps_bart",83,4.78361047831069
"384","dgp29","ate_estimate","BART_ps_bart",84,4.51791345192056
"385","dgp29","ate_estimate","BART_ps_bart",85,4.04019386848904
"386","dgp29","ate_estimate","BART_ps_bart",86,4.40667235615939
"387","dgp29","ate_estimate","BART_ps_bart",87,3.14873717085781
"388","dgp29","ate_estimate","BART_ps_bart",88,4.62695238888008
"389","dgp29","ate_estimate","BART_ps_bart",89,3.71814599689286
"390","dgp29","ate_estimate","BART_ps_bart",90,4.51377005350446
"391","dgp29","ate_estimate","BART_ps_bart",91,3.32368004063838
"392","dgp29","ate_estimate","BART_ps_bart",92,4.1333011571105
"393","dgp29","ate_estimate","BART_ps_bart",93,4.17445969048535
"394","dgp29","ate_estimate","BART_ps_bart",94,3.93984430263796
"395","dgp29","ate_estimate","BART_ps_bart",95,4.51560791799682
"396","dgp29","ate_estimate","BART_ps_bart",96,4.0544204968823
"397","dgp29","ate_estimate","BART_ps_bart",97,3.89411151571736
"398","dgp29","ate_estimate","BART_ps_bart",98,4.40534077707879
"399","dgp29","ate_estimate","BART_ps_bart",99,3.56915926324515
"400","dgp29","ate_estimate","BART_ps_bart",100,3.48319234722447
"401","dgp29","ate_estimate","causal_forest",1,4.06597179929484
"402","dgp29","ate_estimate","causal_forest",2,4.39048806589257
"403","dgp29","ate_estimate","causal_forest",3,4.77285113286947
"404","dgp29","ate_estimate","causal_forest",4,3.81835755421157
"405","dgp29","ate_estimate","causal_forest",5,4.41781498632534
"406","dgp29","ate_estimate","causal_forest",6,3.81108508515316
"407","dgp29","ate_estimate","causal_forest",7,4.85599311398986
"408","dgp29","ate_estimate","causal_forest",8,4.79807366346623
"409","dgp29","ate_estimate","causal_forest",9,4.44245603494254
"410","dgp29","ate_estimate","causal_forest",10,3.10240658966187
"411","dgp29","ate_estimate","causal_forest",11,5.09825169030397
"412","dgp29","ate_estimate","causal_forest",12,4.1344139141613
"413","dgp29","ate_estimate","causal_forest",13,3.54542313686681
"414","dgp29","ate_estimate","causal_forest",14,4.26902309520702
"415","dgp29","ate_estimate","causal_forest",15,4.83407408038748
"416","dgp29","ate_estimate","causal_forest",16,4.61883334522184
"417","dgp29","ate_estimate","causal_forest",17,4.17262715837505
"418","dgp29","ate_estimate","causal_forest",18,4.14663503684496
"419","dgp29","ate_estimate","causal_forest",19,3.78160164983488
"420","dgp29","ate_estimate","causal_forest",20,4.4761635388999
"421","dgp29","ate_estimate","causal_forest",21,3.49622360204732
"422","dgp29","ate_estimate","causal_forest",22,4.67864828877544
"423","dgp29","ate_estimate","causal_forest",23,4.11979770212642
"424","dgp29","ate_estimate","causal_forest",24,4.58825631678292
